,location,total_sqft,bath,price,bhk,price_per_sqft
6081,Mahadevpura,1146.0,2.0,53.8,2,4694.5898778359515
6082,Mahadevpura,1532.0,2.0,62.0,2,4046.9973890339425
6083,Mahadevpura,1620.0,2.0,76.0,3,4691.358024691358
6084,Mahadevpura,1136.0,2.0,64.5,2,5677.816901408451
6085,Mahadevpura,1400.0,2.0,65.8,3,4700.0
6086,Mahadevpura,1137.0,2.0,53.4,2,4696.5699208443275
6087,Mahadevpura,1601.0,3.0,95.0,3,5933.791380387258
6088,Mahadevpura,1450.0,3.0,75.0,3,5172.413793103448
6089,Mahadevpura,1152.0,2.0,54.0,2,4687.5
6090,Mahadevpura,1212.0,2.0,56.9,2,4694.7194719471945
6091,Mahadevpura,1505.0,3.0,64.0,3,4252.491694352159
6092,Mahadevpura,1505.0,3.0,78.0,3,5182.724252491695
6093,Mahadevpura,1500.0,2.0,70.0,3,4666.666666666667
6094,Mahadevpura,1236.0,2.0,58.0,2,4692.556634304207
6095,Mahadevpura,1236.0,2.0,58.0,2,4692.556634304207
6096,Mahadevpura,1120.0,2.0,53.0,2,4732.142857142857
6097,Mahaganapathy Nagar,1410.0,2.0,73.0,2,5177.304964539007
6098,Mahalakshmi Layout,1575.0,5.0,158.0,4,10031.746031746032
6099,Mahalakshmi Layout,1200.0,5.0,200.0,5,16666.666666666668
6100,Mahalakshmi Layout,1135.0,4.0,190.0,8,16740.08810572687
6101,Mahalakshmi Layout,1200.0,3.0,160.0,4,13333.333333333334
6102,Mahalakshmi Layout,1200.0,2.0,110.0,3,9166.666666666666
6103,Mahalakshmi Layout,1876.0,3.0,150.0,3,7995.735607675906
6104,Mahalakshmi Puram,750.0,4.0,85.0,4,11333.333333333334
6105,Mahalakshmi Puram,1500.0,5.0,233.0,4,15533.333333333334
6106,Mahalakshmi Puram,3000.0,6.0,300.0,6,10000.0
6107,Mahalakshmi Puram,1550.0,3.0,250.0,5,16129.032258064517
6108,Maithri Layout,1134.0,2.0,40.0,2,3527.336860670194
6109,Maithri Layout,1685.0,3.0,60.0,3,3560.8308605341244
6110,Maithri Layout,1567.0,2.0,62.0,3,3956.6049776643267
6111,Makali,485.0,1.0,15.0,1,3092.783505154639
6112,Makali,500.0,1.0,15.0,1,3000.0
6113,Mallasandra,1665.0,3.0,95.0,3,5705.705705705705
6114,Mallasandra,1665.0,3.0,86.58,3,5200.0
6115,Mallasandra,1340.0,2.0,61.0,2,4552.238805970149
6116,Mallasandra,1325.0,2.0,70.0,2,5283.018867924528
6117,Mallasandra,1665.0,3.0,86.91,3,5219.81981981982
6118,Mallasandra,1325.0,2.0,70.0,2,5283.018867924528
6119,Mallasandra,905.0,2.0,40.0,2,4419.889502762431
6120,Mallasandra,1325.0,2.0,65.0,2,4905.66037735849
6121,Mallasandra,1325.0,2.0,73.0,2,5509.433962264151
6122,Mallasandra,1565.0,2.0,69.0,2,4408.945686900958
6123,Mallasandra,905.0,2.0,35.0,2,3867.403314917127
6124,Mallasandra,1524.0,2.0,72.0,3,4724.4094488188975
6125,Mallasandra,1100.0,2.0,76.3,3,6936.363636363636
6126,Mallathahalli,1225.0,3.0,60.0,3,4897.959183673469
6127,Mallathahalli,1100.0,2.0,64.08,2,5825.454545454545
6128,Malleshpalya,1140.0,2.0,46.5,2,4078.9473684210525
6129,Malleshpalya,1225.0,2.0,46.86,2,3825.3061224489797
6130,Malleshpalya,1785.0,3.0,75.0,3,4201.680672268908
6131,Malleshpalya,1052.0,2.0,50.0,2,4752.851711026616
6132,Malleshpalya,1405.0,2.0,77.0,3,5480.427046263345
6133,Malleshpalya,1065.0,2.0,50.0,2,4694.835680751174
6134,Malleshpalya,1210.0,2.0,55.0,2,4545.454545454545
6135,Malleshpalya,1900.0,3.0,60.0,3,3157.8947368421054
6136,Malleshpalya,1060.0,2.0,40.0,2,3773.5849056603774
6137,Malleshpalya,1430.0,2.0,69.5,3,4860.1398601398605
6138,Malleshpalya,1421.0,2.0,90.0,2,6333.56790992259
6139,Malleshpalya,1245.0,2.0,55.0,2,4417.6706827309235
6140,Malleshpalya,1200.0,2.0,46.0,2,3833.3333333333335
6141,Malleshpalya,1225.0,2.0,52.0,2,4244.897959183673
6142,Malleshwaram,705.0,1.0,67.0,1,9503.54609929078
6143,Malleshwaram,12000.0,7.0,2200.0,7,18333.333333333332
6144,Malleshwaram,2500.0,5.0,325.0,4,13000.0
6145,Malleshwaram,2006.0,3.0,297.0,3,14805.583250249252
6146,Malleshwaram,686.0,1.0,62.5,1,9110.787172011662
6147,Malleshwaram,2475.0,4.0,332.0,3,13414.141414141413
6148,Malleshwaram,2610.0,3.0,399.0,3,15287.356321839081
6149,Malleshwaram,2475.0,4.0,320.0,3,12929.29292929293
6150,Malleshwaram,900.0,2.0,95.0,2,10555.555555555555
6151,Malleshwaram,1420.0,2.0,158.0,2,11126.760563380281
6152,Malleshwaram,2000.0,3.0,250.0,3,12500.0
6153,Malleshwaram,2215.0,3.0,275.0,3,12415.349887133183
6154,Malleshwaram,1600.0,3.0,160.0,3,10000.0
6155,Malleshwaram,2475.0,4.0,300.0,3,12121.212121212122
6156,Malleshwaram,2600.0,3.0,237.0,3,9115.384615384615
6157,Malleshwaram,2215.0,4.0,310.0,3,13995.48532731377
6158,Malleshwaram,480.0,1.0,60.0,1,12500.0
6159,Malleshwaram,1290.0,2.0,120.0,2,9302.32558139535
6160,Malleshwaram,2475.0,4.0,326.0,3,13171.717171717171
6161,Malleshwaram,2476.0,3.0,337.0,3,13610.662358642972
6162,Malleshwaram,900.0,2.0,90.0,2,10000.0
6163,Malleshwaram,2250.0,3.0,200.0,3,8888.888888888889
6164,Malleshwaram,2050.0,4.0,270.0,3,13170.731707317073
6165,Malleshwaram,900.0,2.0,72.0,2,8000.0
6166,Malleshwaram,620.0,1.0,86.8,1,14000.0
6167,Malleshwaram,600.0,1.0,68.0,2,11333.333333333334
6168,Malleshwaram,2475.0,4.0,337.0,3,13616.161616161617
6169,Malleshwaram,2215.0,3.0,275.0,3,12415.349887133183
6170,Malleshwaram,2215.0,3.0,330.0,3,14898.419864559819
6171,Malleshwaram,2800.0,4.0,252.0,4,9000.0
6172,Malleshwaram,600.0,1.0,90.0,2,15000.0
6173,Malleshwaram,2200.0,3.0,275.0,3,12500.0
6174,Malleshwaram,2475.0,4.0,326.0,3,13171.717171717171
6175,Malleshwaram,302.0,2.0,25.0,2,8278.14569536424
6176,Malleshwaram,1500.0,2.0,140.0,2,9333.333333333334
6177,Malleshwaram,2475.0,4.0,340.0,3,13737.373737373737
6178,Malleshwaram,1400.0,2.0,190.0,2,13571.42857142857
6179,Malleshwaram,2475.0,4.0,300.0,3,12121.212121212122
6180,Malleshwaram,2400.0,3.0,380.0,3,15833.333333333334
6181,Malleshwaram,1410.0,2.0,125.0,2,8865.248226950354
6182,Malleshwaram,2610.0,4.0,306.0,4,11724.137931034482
6183,Manayata Tech Park,1100.0,2.0,48.0,2,4363.636363636364
6184,Manayata Tech Park,1200.0,2.0,55.0,2,4583.333333333333
6185,Manayata Tech Park,1100.0,2.0,46.0,2,4181.818181818182
6186,Manayata Tech Park,1050.0,2.0,45.0,2,4285.714285714285
6187,Manayata Tech Park,1150.0,2.0,47.0,2,4086.9565217391305
6188,Mangammanapalya,1250.0,3.0,56.0,3,4480.0
6189,Manjunath Nagar,1200.0,4.0,135.0,4,11250.0
6190,Manjunath Nagar,1200.0,5.0,185.0,5,15416.666666666666
6191,Manjunatha Layout,1200.0,2.0,125.0,2,10416.666666666666
6192,Manorayana Palya,1140.0,2.0,52.0,2,4561.403508771929
6193,Manorayana Palya,1600.0,2.0,75.0,3,4687.5
6194,Maragondanahalli,1508.0,3.0,70.25,3,4658.488063660478
6195,Maragondanahalli,1533.0,3.0,85.0,3,5544.683626875408
6196,Maragondanahalli,1307.0,2.0,59.0,2,4514.154552410099
6197,Maragondanahalli,1095.0,2.0,57.0,2,5205.479452054795
6198,Marasandra,1840.0,3.0,85.0,3,4619.565217391304
6199,Marathahalli,1310.0,3.0,63.25,3,4828.244274809161
6200,Marathahalli,1220.0,2.0,57.0,2,4672.131147540984
6201,Marathahalli,1200.0,2.0,52.0,2,4333.333333333333
6202,Marathahalli,1200.0,2.0,60.0,2,5000.0
6203,Marathahalli,1933.0,3.0,140.0,3,7242.628039317124
6204,Marathahalli,950.0,2.0,46.96,2,4943.1578947368425
6205,Marathahalli,1230.0,2.0,80.0,2,6504.065040650406
6206,Marathahalli,3800.0,4.0,250.0,4,6578.9473684210525
6207,Marathahalli,1019.0,2.0,49.85,2,4892.051030421982
6208,Marathahalli,1215.0,2.0,67.0,2,5514.40329218107
6209,Marathahalli,2181.0,3.0,152.0,4,6969.280146721688
6210,Marathahalli,1170.0,2.0,53.0,2,4529.91452991453
6211,Marathahalli,1019.0,2.0,49.86,2,4893.032384690873
6212,Marathahalli,1325.0,2.0,71.55,2,5400.0
6213,Marathahalli,1220.0,2.0,56.5,2,4631.147540983607
6214,Marathahalli,1575.0,3.0,78.0,3,4952.380952380952
6215,Marathahalli,1152.0,2.0,56.0,2,4861.111111111111
6216,Marathahalli,1610.0,3.0,90.0,3,5590.062111801242
6217,Marathahalli,1146.0,2.0,70.0,2,6108.202443280978
6218,Marathahalli,4000.0,5.0,212.0,4,5300.0
6219,Marathahalli,1469.0,3.0,89.0,3,6058.543226684819
6220,Marathahalli,1530.0,3.0,74.5,3,4869.281045751634
6221,Marathahalli,1840.0,3.0,98.0,3,5326.086956521739
6222,Marathahalli,3951.0,4.0,220.0,4,5568.2105796001015
6223,Marathahalli,1350.0,2.0,62.0,3,4592.592592592592
6224,Marathahalli,2519.0,5.0,185.0,4,7344.184200079397
6225,Marathahalli,1385.0,2.0,66.65,3,4812.274368231047
6226,Marathahalli,957.0,2.0,46.9,2,4900.73145245559
6227,Marathahalli,1583.0,3.0,105.0,3,6632.975363234365
6228,Marathahalli,2524.0,5.0,190.0,4,7527.733755942948
6229,Marathahalli,1350.0,3.0,72.0,3,5333.333333333333
6230,Marathahalli,4000.0,5.0,212.0,4,5300.0
6231,Marathahalli,1535.0,3.0,72.5,3,4723.127035830619
6232,Marathahalli,1071.0,2.0,52.25,2,4878.618113912232
6233,Marathahalli,1215.0,2.0,58.86,2,4844.444444444444
6234,Marathahalli,1102.0,2.0,53.67,2,4870.235934664247
6235,Marathahalli,1900.0,3.0,123.0,3,6473.684210526316
6236,Marathahalli,1045.0,2.0,60.0,2,5741.626794258374
6237,Marathahalli,1305.0,2.0,69.0,3,5287.35632183908
6238,Marathahalli,1215.0,2.0,58.86,2,4844.444444444444
6239,Marathahalli,1365.0,2.0,73.0,2,5347.985347985348
6240,Marathahalli,3800.0,4.0,205.0,4,5394.736842105263
6241,Marathahalli,3895.0,4.0,220.0,4,5648.267008985879
6242,Marathahalli,1785.0,3.0,94.0,3,5266.106442577031
6243,Marathahalli,4000.0,4.0,220.0,4,5500.0
6244,Marathahalli,1208.0,2.0,70.0,2,5794.701986754967
6245,Marathahalli,1325.0,1.0,92.0,2,6943.396226415094
6246,Marathahalli,1525.0,3.0,90.0,3,5901.639344262295
6247,Marathahalli,1937.0,3.0,140.0,3,7227.671657201859
6248,Marathahalli,1550.0,3.0,83.0,3,5354.8387096774195
6249,Marathahalli,1350.0,2.0,86.0,2,6370.37037037037
6250,Marathahalli,957.0,2.0,47.0,2,4911.180773249739
6251,Marathahalli,4000.0,4.0,220.0,4,5500.0
6252,Marathahalli,1230.0,2.0,57.0,2,4634.1463414634145
6253,Marathahalli,1200.0,2.0,58.0,2,4833.333333333333
6254,Marathahalli,1650.0,3.0,86.45,3,5239.393939393939
6255,Marathahalli,607.0,1.0,35.0,1,5766.062602965404
6256,Marathahalli,1583.0,3.0,109.0,3,6885.6601389766265
6257,Marathahalli,1075.0,2.0,52.43,2,4877.209302325581
6258,Marathahalli,1360.0,2.0,103.0,2,7573.529411764706
6259,Marathahalli,1220.0,2.0,58.5,2,4795.081967213115
6260,Marathahalli,950.0,2.0,45.68,2,4808.421052631579
6261,Marathahalli,615.0,1.0,44.0,1,7154.471544715447
6262,Marathahalli,1595.0,3.0,90.0,3,5642.633228840125
6263,Marathahalli,1350.0,2.0,89.0,2,6592.592592592592
6264,Marathahalli,1020.0,2.0,57.0,2,5588.235294117647
6265,Marathahalli,1600.0,3.0,88.0,2,5500.0
6266,Marathahalli,780.0,1.0,55.0,1,7051.282051282052
6267,Marathahalli,1710.0,3.0,100.0,3,5847.953216374269
6268,Marathahalli,1530.0,3.0,73.5,3,4803.921568627451
6269,Marathahalli,1358.0,2.0,81.0,2,5964.653902798233
6270,Marathahalli,1205.0,2.0,75.0,2,6224.066390041494
6271,Marathahalli,1730.0,3.0,110.0,3,6358.381502890174
6272,Marathahalli,1583.0,3.0,115.0,3,7264.687302590019
6273,Marathahalli,1200.0,2.0,67.0,2,5583.333333333333
6274,Marathahalli,1095.0,2.0,60.0,2,5479.45205479452
6275,Marathahalli,1060.0,2.0,48.0,2,4528.301886792453
6276,Marathahalli,1050.0,2.0,65.0,2,6190.476190476191
6277,Marathahalli,1102.0,2.0,53.67,2,4870.235934664247
6278,Marathahalli,1026.0,2.0,49.95,2,4868.421052631579
6279,Marathahalli,3940.0,4.0,220.0,4,5583.756345177665
6280,Marathahalli,1435.0,3.0,73.0,3,5087.1080139372825
6281,Marathahalli,1220.0,2.0,59.0,2,4836.065573770492
6282,Marathahalli,881.0,2.0,48.06,2,5455.16458569807
6283,Marathahalli,1130.0,2.0,58.0,3,5132.743362831859
6284,Marathahalli,1710.0,3.0,100.0,3,5847.953216374269
6285,Marathahalli,1152.0,2.0,90.0,2,7812.5
6286,Marathahalli,1680.0,3.0,105.0,3,6250.0
6287,Marathahalli,1910.0,3.0,119.0,3,6230.366492146597
6288,Marathahalli,1602.0,2.0,104.0,2,6491.8851435705365
6289,Marathahalli,700.0,1.0,38.0,1,5428.571428571428
6290,Marathahalli,1469.0,3.0,89.0,3,6058.543226684819
6291,Marathahalli,1385.0,2.0,68.5,3,4945.848375451264
6292,Marathahalli,1690.0,3.0,116.0,3,6863.905325443787
6293,Marathahalli,1065.0,2.0,55.0,2,5164.319248826291
6294,Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
6295,Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
6296,Marathahalli,1196.0,2.0,57.9,2,4841.13712374582
6297,Marathahalli,1595.0,3.0,88.0,3,5517.241379310345
6298,Marathahalli,2122.0,3.0,125.0,3,5890.66918001885
6299,Marathahalli,1730.0,3.0,115.0,3,6647.398843930636
6300,Marathahalli,4000.0,4.0,200.0,4,5000.0
6301,Marathahalli,1200.0,2.0,58.17,3,4847.5
6302,Marathahalli,1125.0,2.0,55.0,2,4888.888888888889
6303,Marathahalli,1950.0,3.0,115.0,3,5897.4358974358975
6304,Marathahalli,1250.0,2.0,68.0,2,5440.0
6305,Marathahalli,1125.0,2.0,56.8,2,5048.888888888889
6306,Marathahalli,1350.0,2.0,90.0,2,6666.666666666667
6307,Marathahalli,1200.0,2.0,53.0,2,4416.666666666667
6308,Marathahalli,2500.0,5.0,175.0,4,7000.0
6309,Marathahalli,957.0,2.0,47.0,2,4911.180773249739
6310,Marathahalli,3855.0,4.0,220.0,4,5706.874189364462
6311,Marathahalli,1605.0,3.0,76.0,3,4735.202492211838
6312,Marathahalli,1350.0,2.0,60.0,2,4444.444444444444
6313,Marathahalli,3400.0,4.0,235.0,4,6911.764705882353
6314,Marathahalli,1350.0,2.0,99.0,2,7333.333333333333
6315,Marathahalli,1310.0,3.0,63.22,3,4825.954198473282
6316,Marathahalli,1285.0,2.0,55.0,2,4280.155642023346
6317,Marathahalli,2500.0,5.0,181.0,4,7240.0
6318,Marathahalli,3800.0,4.0,235.0,4,6184.210526315789
6319,Marathahalli,3951.0,4.0,230.0,4,5821.311060491015
6320,Marathahalli,1125.0,2.0,54.8,2,4871.111111111111
6321,Marathahalli,1700.0,3.0,126.0,3,7411.764705882353
6322,Marathahalli,1315.0,2.0,60.0,3,4562.737642585551
6323,Marathahalli,1270.0,2.0,73.0,2,5748.031496062992
6324,Marathahalli,1530.0,3.0,71.0,3,4640.522875816993
6325,Marathahalli,950.0,2.0,46.7,2,4915.789473684211
6326,Marathahalli,1550.0,3.0,85.0,3,5483.870967741936
6327,Marathahalli,1019.0,2.0,49.86,2,4893.032384690873
6328,Marathahalli,1144.0,2.0,65.0,2,5681.818181818182
6329,Marathahalli,1240.0,2.0,55.0,2,4435.4838709677415
6330,Marathahalli,1100.0,2.0,75.0,1,6818.181818181818
6331,Marathahalli,1156.0,2.0,52.0,2,4498.269896193771
6332,Marathahalli,2524.0,5.0,180.0,4,7131.537242472266
6333,Marathahalli,1135.0,2.0,60.0,2,5286.343612334802
6334,Marathahalli,1839.0,3.0,130.0,3,7069.0592713431215
6335,Marathahalli,1170.0,2.0,85.0,2,7264.957264957265
6336,Marathahalli,1102.0,2.0,53.67,2,4870.235934664247
6337,Marathahalli,1108.0,2.0,60.0,3,5415.162454873646
6338,Marathahalli,1449.0,3.0,110.0,3,7591.44237405107
6339,Marathahalli,1360.0,2.0,101.0,2,7426.470588235294
6340,Marathahalli,1026.0,2.0,50.18,2,4890.83820662768
6341,Marathahalli,1800.0,3.0,95.0,3,5277.777777777777
6342,Marathahalli,1650.0,3.0,85.0,3,5151.515151515152
6343,Marathahalli,1270.0,2.0,80.0,2,6299.212598425197
6344,Marathahalli,1100.0,2.0,50.0,2,4545.454545454545
6345,Marathahalli,1196.0,2.0,57.95,2,4845.3177257525085
6346,Marathahalli,1310.0,3.0,63.25,3,4828.244274809161
6347,Marathahalli,1485.0,2.0,90.0,3,6060.606060606061
6348,Marathahalli,1146.0,2.0,69.0,2,6020.942408376964
6349,Marenahalli,840.0,1.0,75.0,1,8928.57142857143
6350,Margondanahalli,1090.0,2.0,58.0,2,5321.100917431193
6351,Margondanahalli,1200.0,2.0,58.5,2,4875.0
6352,Margondanahalli,1200.0,2.0,67.0,2,5583.333333333333
6353,Margondanahalli,1200.0,2.0,65.0,3,5416.666666666667
6354,Margondanahalli,1200.0,1.0,53.0,2,4416.666666666667
6355,Margondanahalli,1000.0,2.0,57.0,2,5700.0
6356,Margondanahalli,1625.0,3.0,80.0,3,4923.076923076923
6357,Margondanahalli,555.0,1.0,37.0,2,6666.666666666667
6358,Margondanahalli,600.0,2.0,35.0,2,5833.333333333333
6359,Margondanahalli,1200.0,2.0,69.0,2,5750.0
6360,Margondanahalli,900.0,2.0,49.0,2,5444.444444444444
6361,Margondanahalli,1140.0,2.0,60.0,2,5263.1578947368425
6362,Margondanahalli,900.0,2.0,55.0,2,6111.111111111111
6363,Margondanahalli,900.0,2.0,65.0,2,7222.222222222223
6364,Margondanahalli,1100.0,2.0,55.0,2,5000.0
6365,Margondanahalli,900.0,2.0,55.0,2,6111.111111111111
6366,Margondanahalli,1152.0,1.0,66.0,2,5729.166666666667
6367,Margondanahalli,1448.0,3.0,70.0,3,4834.254143646409
6368,Margondanahalli,1200.0,2.0,65.0,2,5416.666666666667
6369,Margondanahalli,1050.0,2.0,58.0,2,5523.809523809524
6370,Margondanahalli,1160.0,2.0,65.0,2,5603.448275862069
6371,Margondanahalli,1334.0,2.0,67.76,2,5079.460269865068
6372,Mariyannapalya,900.0,2.0,46.0,2,5111.111111111111
6373,Marsur,1000.0,4.0,66.0,3,6600.0
6374,Marsur,1800.0,4.0,145.0,4,8055.555555555556
6375,Marsur,1200.0,3.0,90.0,3,7500.0
6376,Marsur,497.0,1.0,25.0,2,5030.181086519115
6377,Marsur,720.0,2.0,32.0,3,4444.444444444444
6378,Marsur,497.0,1.0,20.0,2,4024.1448692152917
6379,Marsur,715.0,2.0,29.0,3,4055.944055944056
6380,Marsur,497.0,1.0,20.0,2,4024.1448692152917
6381,Maruthi Nagar,1250.0,3.0,39.5,3,3160.0
6382,Maruthi Nagar,1158.0,2.0,75.0,2,6476.683937823835
6383,Maruthi Nagar,850.0,1.0,35.5,2,4176.470588235294
6384,Maruthi Nagar,1250.0,3.0,42.0,3,3360.0
6385,Maruthi Sevanagar,5000.0,7.0,299.0,7,5980.0
6386,Maruthi Sevanagar,1280.0,4.0,115.0,4,8984.375
6387,Maruthi Sevanagar,933.0,2.0,55.0,2,5894.962486602358
6388,Maruthi Sevanagar,2000.0,3.0,180.0,4,9000.0
6389,Mathikere,1550.0,2.0,150.0,3,9677.41935483871
6390,Mathikere,1590.0,3.0,120.0,3,7547.169811320755
6391,Mathikere,1150.0,2.0,60.0,3,5217.391304347826
6392,Mathikere,1800.0,3.0,105.0,6,5833.333333333333
6393,Mathikere,1500.0,2.0,130.0,2,8666.666666666666
6394,Mathikere,1350.0,2.0,175.0,3,12962.962962962964
6395,Mathikere Extension,3000.0,3.0,250.0,3,8333.333333333334
6396,Mathikere Extension,2000.0,2.0,160.0,4,8000.0
6397,Medahalli,700.0,1.0,41.0,1,5857.142857142857
6398,Medahalli,990.0,2.0,35.0,2,3535.3535353535353
6399,Medahalli,760.0,2.0,38.5,2,5065.789473684211
6400,Medahalli,1065.0,3.0,72.0,3,6760.56338028169
6401,Meenakunte,4050.0,3.0,280.0,3,6913.580246913581
6402,Meenakunte,4111.0,4.0,250.0,4,6081.24543906592
6403,Meenakunte,4428.0,4.0,255.0,4,5758.807588075881
6404,Meenakunte,3900.0,3.0,250.0,3,6410.25641025641
6405,Mico Layout,5000.0,9.0,210.0,9,4200.0
6406,Mico Layout,1550.0,2.0,65.0,3,4193.548387096775
6407,Mico Layout,1125.0,2.0,40.0,2,3555.5555555555557
6408,Mico Layout,1190.0,2.0,39.25,2,3298.3193277310925
6409,Mico Layout,800.0,1.0,29.5,1,3687.5
6410,Mico Layout,1250.0,2.0,44.0,3,3520.0
6411,Mico Layout,1171.0,2.0,39.0,2,3330.486763450043
6412,Mico Layout,1200.0,2.0,53.5,2,4458.333333333333
6413,Mico Layout,1670.0,3.0,59.0,3,3532.934131736527
6414,Mico Layout,1140.0,2.0,43.0,2,3771.9298245614036
6415,Moodalapalya,600.0,1.0,52.0,1,8666.666666666666
6416,Moodalapalya,410.0,1.0,48.0,1,11707.317073170732
6417,Motappa Layout,1113.0,2.0,51.0,2,4582.210242587601
6418,Motappa Layout,1360.0,2.0,59.27,3,4358.088235294118
6419,Motappa Layout,1312.0,2.0,56.5,3,4306.40243902439
6420,Motappa Layout,1113.0,2.0,52.0,2,4672.057502246182
6421,Muneshwara Nagar,1230.0,2.0,48.0,2,3902.439024390244
6422,Muneshwara Nagar,1560.0,2.0,66.0,3,4230.7692307692305
6423,Munivenkatppa Layout,1550.0,2.0,160.0,2,10322.58064516129
6424,Munivenkatppa Layout,1475.0,2.0,171.0,2,11593.22033898305
6425,Munivenkatppa Layout,2375.0,3.0,260.0,4,10947.368421052632
6426,Munivenkatppa Layout,3700.0,4.0,314.0,4,8486.486486486487
6427,Munnekollal,1170.0,2.0,52.0,2,4444.444444444444
6428,Munnekollal,1102.0,2.0,53.67,2,4870.235934664247
6429,Munnekollal,1390.0,3.0,68.0,3,4892.086330935252
6430,Munnekollal,1200.0,2.0,49.5,2,4125.0
6431,Munnekollal,950.0,2.0,46.5,2,4894.736842105263
6432,Munnekollal,1200.0,4.0,110.0,6,9166.666666666666
6433,Munnekollal,1560.0,3.0,75.0,3,4807.692307692308
6434,Munnekollal,1210.0,2.0,75.0,2,6198.347107438017
6435,Munnekollal,1750.0,3.0,86.5,3,4942.857142857143
6436,Munnekollal,1385.0,2.0,66.5,3,4801.444043321299
6437,Munnekollal,1080.0,2.0,45.0,2,4166.666666666667
6438,Munnekollal,1170.0,2.0,59.0,2,5042.735042735043
6439,Munnekollal,1222.0,3.0,95.0,3,7774.140752864158
6440,Munnekollal,1800.0,3.0,65.0,3,3611.1111111111113
6441,Munnekollal,1200.0,2.0,40.0,2,3333.3333333333335
6442,Munnekollal,7200.0,10.0,200.0,10,2777.777777777778
6443,Munnekollal,1540.0,2.0,70.0,3,4545.454545454545
6444,Munnekollal,1200.0,2.0,57.9,3,4825.0
6445,Munnekollal,1030.0,2.0,50.36,2,4889.320388349514
6446,Murugeshpalya,1296.0,2.0,81.0,2,6250.0
6447,Murugeshpalya,1550.0,3.0,74.0,3,4774.193548387097
6448,Murugeshpalya,1845.0,3.0,91.0,3,4932.249322493225
6449,Murugeshpalya,2135.0,3.0,160.0,3,7494.145199063232
6450,Murugeshpalya,1185.0,2.0,85.0,2,7172.995780590717
6451,Murugeshpalya,1225.0,2.0,48.0,2,3918.3673469387754
6452,Murugeshpalya,1930.0,3.0,75.0,3,3886.0103626943005
6453,Murugeshpalya,1600.0,2.0,65.0,3,4062.5
6454,Murugeshpalya,1344.0,2.0,56.0,3,4166.666666666667
6455,Murugeshpalya,1500.0,2.0,70.0,3,4666.666666666667
6456,Murugeshpalya,1855.0,3.0,96.0,3,5175.202156334231
6457,Murugeshpalya,1175.0,2.0,75.0,2,6382.978723404255
6458,Muthurayya Swamy Layout,2405.0,4.0,260.0,3,10810.81081081081
6459,Mylasandra,1110.0,2.0,55.0,2,4954.954954954955
6460,Mylasandra,900.0,7.0,76.0,6,8444.444444444445
6461,Mylasandra,1110.0,2.0,41.0,2,3693.6936936936936
6462,Mysore Road,1175.0,2.0,73.5,2,6255.31914893617
6463,Mysore Road,1710.0,4.0,91.31,3,5339.766081871345
6464,Mysore Road,1020.0,2.0,48.95,2,4799.019607843137
6465,Mysore Road,1200.0,2.0,85.0,2,7083.333333333333
6466,Mysore Road,1175.0,2.0,73.5,2,6255.31914893617
6467,Mysore Road,1070.0,2.0,45.0,2,4205.607476635514
6468,Mysore Road,1239.0,2.0,53.0,2,4277.643260694108
6469,Mysore Road,1060.0,2.0,62.0,2,5849.056603773585
6470,Mysore Road,980.0,2.0,45.47,2,4639.7959183673465
6471,Mysore Road,883.0,2.0,40.0,2,4530.011325028313
6472,Mysore Road,1525.0,3.0,96.0,3,6295.081967213115
6473,Mysore Road,1200.0,2.0,65.0,2,5416.666666666667
6474,Mysore Road,1005.0,2.0,35.175,2,3499.9999999999995
6475,Mysore Road,1340.0,2.0,64.31,3,4799.253731343284
6476,Mysore Road,1082.0,3.0,50.5,3,4667.28280961183
6477,Mysore Road,1340.0,2.0,64.31,3,4799.253731343284
6478,Mysore Road,1512.0,2.0,110.0,3,7275.132275132275
6479,Mysore Road,1560.0,3.0,115.0,3,7371.794871794872
6480,Mysore Road,1560.0,3.0,120.0,3,7692.307692307692
6481,Mysore Road,883.0,2.0,40.95,2,4637.5990939977355
6482,Mysore Road,1070.0,2.0,49.65,2,4640.186915887851
6483,Mysore Road,900.0,2.0,65.0,2,7222.222222222223
6484,Mysore Road,1082.0,3.0,50.0,3,4621.072088724584
6485,Mysore Road,883.0,2.0,50.0,2,5662.5141562853905
6486,Mysore Road,1155.0,2.0,51.0,2,4415.584415584415
6487,Mysore Road,1003.0,2.0,43.0,2,4287.138584247258
6488,Mysore Road,1237.0,2.0,73.0,2,5901.3742926434925
6489,Mysore Road,883.0,2.0,45.0,2,5096.262740656852
6490,Mysore Road,2232.0,6.0,300.0,12,13440.860215053763
6491,Mysore Road,1170.0,2.0,65.0,2,5555.555555555556
6492,Mysore Road,1029.5,2.0,50.855,2,4939.776590577951
6493,Mysore Road,940.0,2.0,43.61,2,4639.36170212766
6494,Mysore Road,1500.0,3.0,74.0,3,4933.333333333333
6495,Mysore Road,947.55,2.0,80.0,2,8442.826236082528
6496,Mysore Road,1020.0,2.0,48.95,2,4799.019607843137
6497,Mysore Road,1568.0,2.0,100.0,3,6377.551020408163
6498,Mysore Road,1360.0,3.0,47.6,3,3500.0
6499,Mysore Road,1410.0,2.0,64.0,3,4539.007092198582
6500,Mysore Road,500.0,1.0,17.5,1,3500.0
